区分,薬価基準収載医薬品コード,成分名,規格,Unnamed: 4,Unnamed: 5,Unnamed: 6,品名,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考
内用薬,1132002F1037,フェニトイン,２５ｍｇ１錠,局,,,アレビアチン錠２５ｍｇ,住友ファーマ,,,,12.1,,
内用薬,1132002F2017,フェニトイン,１００ｍｇ１錠,局,,,フェニトイン錠,,,,,12.8,,
内用薬,1132002F2041,フェニトイン,１００ｍｇ１錠,局,,,アレビアチン錠１００ｍｇ,住友ファーマ,,,,12.9,,
内用薬,1133002B1032,トリメタジオン,６６．７％１ｇ,,,,ミノアレ散６６．７％,日医工,,,,36.2,,
内用薬,1135002C1059,プリミドン,９９．５％１ｇ,,,,プリミドン細粒９９．５％「日医工」,日医工,,,,55.7,,
内用薬,1135002F1055,プリミドン,２５０ｍｇ１錠,,,,プリミドン錠２５０ｍｇ「日医工」,日医工,,,,17.3,,
内用薬,1137001F1039,スルチアム,５０ｍｇ１錠,,,,オスポロット錠５０ｍｇ,共和薬品工業,,,,25.0,,
内用薬,1137001F2035,スルチアム,２００ｍｇ１錠,,,,オスポロット錠２００ｍｇ,共和薬品工業,,,,64.0,,
内用薬,1139001B1031,エトスクシミド,５０％１ｇ,,,,エピレオプチマル散５０％,エーザイ,,,,25.1,,
内用薬,1139001Q1042,エトスクシミド,５％１ｍＬ,,,,ザロンチンシロップ５％,ファイザー,,,,6.9,,
内用薬,1139002C1066,カルバマゼピン,５０％１ｇ,,,,カルバマゼピン細粒５０％「アメル」,共和薬品工業,,,,22.2,,
内用薬,1139002C1082,カルバマゼピン,５０％１ｇ,,,,テグレトール細粒５０％,サンファーマ,,,,22.2,,
内用薬,1139002C1090,カルバマゼピン,５０％１ｇ,,,,カルバマゼピン細粒５０％「フジナガ」,藤永製薬,,,,22.2,,
内用薬,1139002F1062,カルバマゼピン,２００ｍｇ１錠,,,,テグレトール錠２００ｍｇ,サンファーマ,,,,7.7,,
内用薬,1139002F1070,カルバマゼピン,２００ｍｇ１錠,,,,カルバマゼピン錠２００ｍｇ「アメル」,共和薬品工業,後発品,,,10.0,,
内用薬,1139002F1100,カルバマゼピン,２００ｍｇ１錠,,,,カルバマゼピン錠２００ｍｇ「フジナガ」,藤永製薬,後発品,,,7.7,,
内用薬,1139002F2018,カルバマゼピン,１００ｍｇ１錠,,,,カルバマゼピン１００ｍｇ錠,,後発品,,,5.9,,
内用薬,1139002F2026,カルバマゼピン,１００ｍｇ１錠,,,,テグレトール錠１００ｍｇ,サンファーマ,,準先発品,○,6.1,,
内用薬,1139003C1044,クロナゼパム,０．１％１ｇ,局,,,リボトリール細粒０．１％,太陽ファルマ,,先発品,,8.3,,
内用薬,1139003C1052,クロナゼパム,０．１％１ｇ,局,,,ランドセン細粒０．１％,住友ファーマ,,先発品,,8.1,R8.3.31まで,
内用薬,1139003C2040,クロナゼパム,０．５％１ｇ,局,,,リボトリール細粒０．５％,太陽ファルマ,,先発品,,35.9,,
内用薬,1139003C2059,クロナゼパム,０．５％１ｇ,局,,,ランドセン細粒０．５％,住友ファーマ,,先発品,,31.7,R8.3.31まで,
内用薬,1139003F1040,クロナゼパム,０．５ｍｇ１錠,局,,,リボトリール錠０．５ｍｇ,太陽ファルマ,,先発品,,9.6,,
内用薬,1139003F1059,クロナゼパム,０．５ｍｇ１錠,局,,,ランドセン錠０．５ｍｇ,住友ファーマ,,先発品,,9.6,,
内用薬,1139003F2047,クロナゼパム,１ｍｇ１錠,局,,,リボトリール錠１ｍｇ,太陽ファルマ,,先発品,,10.4,,
内用薬,1139003F2055,クロナゼパム,１ｍｇ１錠,局,,,ランドセン錠１ｍｇ,住友ファーマ,,先発品,,10.4,,
内用薬,1139003F3043,クロナゼパム,２ｍｇ１錠,局,,,リボトリール錠２ｍｇ,太陽ファルマ,,先発品,,13.2,,
内用薬,1139003F3051,クロナゼパム,２ｍｇ１錠,局,,,ランドセン錠２ｍｇ,住友ファーマ,,先発品,,13.7,,
内用薬,1139004C1049,バルプロ酸ナトリウム,２０％１ｇ,,,,バルプロ酸ナトリウム細粒２０％「ＥＭＥＣ」,日医工,後発品,,,18.1,,
内用薬,1139004C2061,バルプロ酸ナトリウム,４０％１ｇ,,,,デパケン細粒４０％,日医工岐阜工場,,先発品,,19.7,,
内用薬,1139004C2070,バルプロ酸ナトリウム,４０％１ｇ,,,,バルプロ酸ナトリウム細粒４０％「ＥＭＥＣ」,日医工,★,,,25.9,,
内用薬,1139004D1052,バルプロ酸ナトリウム,４０％１ｇ,,,,セレニカＲ顆粒４０％,興和,,先発品,○,36.7,,
内用薬,1139004D1087,バルプロ酸ナトリウム,４０％１ｇ,,,,バルプロ酸Ｎａ徐放顆粒４０％「フジナガ」,藤永製薬,後発品,,,26.3,,
内用薬,1139004F1010,バルプロ酸ナトリウム,１００ｍｇ１錠,,,,バルプロ酸ナトリウム１００ｍｇ錠,,★,,,10.4,,
内用薬,1139004F1096,バルプロ酸ナトリウム,１００ｍｇ１錠,局,,,デパケン錠１００ｍｇ,日医工岐阜工場,,先発品,,10.4,,
内用薬,1139004F2165,バルプロ酸ナトリウム,２００ｍｇ１錠,局,,,バルプロ酸ナトリウム錠２００ｍｇ「アメル」,共和薬品工業,★,,,14.3,,
内用薬,1139004F2173,バルプロ酸ナトリウム,２００ｍｇ１錠,局,,,デパケン錠２００ｍｇ,日医工岐阜工場,,先発品,,10.4,,
内用薬,1139004F2190,バルプロ酸ナトリウム,２００ｍｇ１錠,局,,,バルプロ酸Ｎａ錠２００ｍｇ「フジナガ」,藤永製薬,★,,,11.5,,
内用薬,1139004F2203,バルプロ酸ナトリウム,２００ｍｇ１錠,局,,,バルプロ酸ナトリウム錠２００ｍｇ「ＤＳＰ」,住友ファーマ,★,,,14.3,,
内用薬,1139004G1016,バルプロ酸ナトリウム,１００ｍｇ１錠,,,,バルプロ酸ナトリウム１００ｍｇ徐放錠,,★,,,10.4,,
内用薬,1139004G1040,バルプロ酸ナトリウム,１００ｍｇ１錠,局,,,デパケンＲ錠１００ｍｇ,日医工岐阜工場,,先発品,,10.4,,
内用薬,1139004G2012,バルプロ酸ナトリウム,２００ｍｇ１錠,,,,バルプロ酸ナトリウム２００ｍｇ徐放錠,,後発品,,,10.4,,
内用薬,1139004G2039,バルプロ酸ナトリウム,２００ｍｇ１錠,局,,,セレニカＲ錠２００ｍｇ,興和,,先発品,,10.9,,
内用薬,1139004G2055,バルプロ酸ナトリウム,２００ｍｇ１錠,局,,,バルプロ酸ナトリウムＳＲ錠２００ｍｇ「アメル」,共和薬品工業,★,,,12.3,,
内用薬,1139004G2063,バルプロ酸ナトリウム,２００ｍｇ１錠,局,,,デパケンＲ錠２００ｍｇ,日医工岐阜工場,,先発品,○,11.3,,
内用薬,1139004G3027,バルプロ酸ナトリウム,４００ｍｇ１錠,局,,,セレニカＲ錠４００ｍｇ,興和,,先発品,,17.4,,
内用薬,1139004Q1011,バルプロ酸ナトリウム,５％１ｍＬ,,,,バルプロ酸ナトリウム５％シロップ,,後発品,,,7.0,,
内用薬,1139004Q1100,バルプロ酸ナトリウム,５％１ｍＬ,局,,,デパケンシロップ５％,日医工岐阜工場,,先発品,○,7.9,,
内用薬,1139004Q1119,バルプロ酸ナトリウム,５％１ｍＬ,局,,,バルプロ酸ナトリウムシロップ５％「日医工」,日医工,★,,,9.3,,
内用薬,1139005B1013,ゾニサミド,２０％１ｇ,,,,ゾニサミド２０％散,,後発品,,,25.6,,
内用薬,1139005B1048,ゾニサミド,２０％１ｇ,,,,エクセグラン散２０％,住友ファーマ,,先発品,○,29.9,,
内用薬,1139005F1015,ゾニサミド,１００ｍｇ１錠,,,,ゾニサミド１００ｍｇ錠,,後発品,,,11.7,,
内用薬,1139005F1023,ゾニサミド,１００ｍｇ１錠,局,,,エクセグラン錠１００ｍｇ,住友ファーマ,,先発品,○,15.0,,
内用薬,1139006C1030,クロバザム,１％１ｇ,,,,マイスタン細粒１％,住友ファーマ,,先発品,,23.3,,
内用薬,1139006F1028,クロバザム,５ｍｇ１錠,,,,マイスタン錠５ｍｇ,住友ファーマ,,先発品,,14.0,,
内用薬,1139006F2024,クロバザム,１０ｍｇ１錠,,,,マイスタン錠１０ｍｇ,住友ファーマ,,先発品,,24.8,,
内用薬,1139007F1022,ガバペンチン,２００ｍｇ１錠,,,,ガバペン錠２００ｍｇ,富士製薬工業,,先発品,,24.6,,
内用薬,1139007F2029,ガバペンチン,３００ｍｇ１錠,,,,ガバペン錠３００ｍｇ,富士製薬工業,,先発品,,31.9,,
内用薬,1139007F3025,ガバペンチン,４００ｍｇ１錠,,,,ガバペン錠４００ｍｇ,富士製薬工業,,先発品,,40.9,,
内用薬,1139007Q1023,ガバペンチン,５％１ｍＬ,,,,ガバペンシロップ５％,富士製薬工業,,先発品,,17.0,,
内用薬,1139008C1020,トピラマート,１０％１ｇ,,,,トピナ細粒１０％,協和キリン,,先発品,,110.2,,
内用薬,1139008F1027,トピラマート,５０ｍｇ１錠,,,,トピナ錠５０ｍｇ,協和キリン,,先発品,○,45.1,,
内用薬,1139008F1035,トピラマート,５０ｍｇ１錠,,,,トピラマート錠５０ｍｇ「アメル」,共和薬品工業,後発品,,,21.0,,
内用薬,1139008F2023,トピラマート,１００ｍｇ１錠,,,,トピナ錠１００ｍｇ,協和キリン,,先発品,○,76.1,,
内用薬,1139008F2031,トピラマート,１００ｍｇ１錠,,,,トピラマート錠１００ｍｇ「アメル」,共和薬品工業,後発品,,,30.5,,
内用薬,1139008F3020,トピラマート,２５ｍｇ１錠,,,,トピナ錠２５ｍｇ,協和キリン,,先発品,○,23.0,,
内用薬,1139008F3038,トピラマート,２５ｍｇ１錠,,,,トピラマート錠２５ｍｇ「アメル」,共和薬品工業,後発品,,,11.1,,
内用薬,1139009F1013,ラモトリギン,２ｍｇ１錠,,,,ラモトリギン２ｍｇ錠,,★,,,6.1,,
内用薬,1139009F1021,ラモトリギン,２ｍｇ１錠,,,,ラミクタール錠小児用２ｍｇ,グラクソ・スミスクライン,,先発品,,6.1,,
内用薬,1139009F2010,ラモトリギン,５ｍｇ１錠,,,,ラモトリギン５ｍｇ錠,,後発品,,,6.1,,
内用薬,1139009F2028,ラモトリギン,５ｍｇ１錠,,,,ラミクタール錠小児用５ｍｇ,グラクソ・スミスクライン,,先発品,○,8.6,,
内用薬,1139009F3016,ラモトリギン,２５ｍｇ１錠,,,,ラモトリギン２５ｍｇ錠,,後発品,,,7.6,,
内用薬,1139009F3024,ラモトリギン,２５ｍｇ１錠,,,,ラミクタール錠２５ｍｇ,グラクソ・スミスクライン,,先発品,○,28.3,,
内用薬,1139009F3032,ラモトリギン,２５ｍｇ１錠,,,,ラモトリギン錠２５ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,27.6,,
内用薬,1139009F3040,ラモトリギン,２５ｍｇ１錠,,,,ラモトリギン錠２５ｍｇ「アメル」,共和薬品工業,後発品,,,11.7,,
内用薬,1139009F3059,ラモトリギン,２５ｍｇ１錠,,,,ラモトリギン錠２５ｍｇ「サワイ」,沢井製薬,後発品,,,11.7,,
内用薬,1139009F3067,ラモトリギン,２５ｍｇ１錠,,,,ラモトリギン錠２５ｍｇ「トーワ」,東和薬品,後発品,,,11.7,,
内用薬,1139009F4020,ラモトリギン,１００ｍｇ１錠,,,,ラミクタール錠１００ｍｇ,グラクソ・スミスクライン,,先発品,○,72.6,,
内用薬,1139009F4039,ラモトリギン,１００ｍｇ１錠,,,,ラモトリギン錠１００ｍｇ「ＪＧ」,日本ジェネリック,★,,,75.0,,
内用薬,1139009F4047,ラモトリギン,１００ｍｇ１錠,,,,ラモトリギン錠１００ｍｇ「アメル」,共和薬品工業,後発品,,,28.7,,
内用薬,1139009F4055,ラモトリギン,１００ｍｇ１錠,,,,ラモトリギン錠１００ｍｇ「サワイ」,沢井製薬,後発品,,,28.7,,
内用薬,1139009F4063,ラモトリギン,１００ｍｇ１錠,,,,ラモトリギン錠１００ｍｇ「トーワ」,東和薬品,後発品,,,28.7,,
内用薬,1139009F4071,ラモトリギン,１００ｍｇ１錠,,,,ラモトリギン錠１００ｍｇ「日医工」,日医工,後発品,,,28.7,,
内用薬,1139010F1024,レベチラセタム,２５０ｍｇ１錠,,,,イーケプラ錠２５０ｍｇ,ユーシービージャパン,,先発品,○,69.3,,
内用薬,1139010F1032,レベチラセタム,２５０ｍｇ１錠,,,,レベチラセタム錠２５０ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,25.4,,
内用薬,1139010F1040,レベチラセタム,２５０ｍｇ１錠,,,,レベチラセタム錠２５０ｍｇ「ＶＴＲＳ」,ダイト,後発品,,,25.4,,
内用薬,1139010F1059,レベチラセタム,２５０ｍｇ１錠,,,,レベチラセタム錠２５０ｍｇ「アメル」,共和薬品工業,後発品,,,25.4,,
内用薬,1139010F1067,レベチラセタム,２５０ｍｇ１錠,,,,レベチラセタム錠２５０ｍｇ「杏林」,キョーリンリメディオ,後発品,,,25.4,,
内用薬,1139010F1075,レベチラセタム,２５０ｍｇ１錠,,,,レベチラセタム錠２５０ｍｇ「サワイ」,沢井製薬,後発品,,,25.4,,
内用薬,1139010F1083,レベチラセタム,２５０ｍｇ１錠,,,,レベチラセタム錠２５０ｍｇ「タカタ」,高田製薬,後発品,,,25.4,,
内用薬,1139010F1091,レベチラセタム,２５０ｍｇ１錠,,,,レベチラセタム錠２５０ｍｇ「トーワ」,東和薬品,後発品,,,25.4,,
内用薬,1139010F1105,レベチラセタム,２５０ｍｇ１錠,,,,レベチラセタム錠２５０ｍｇ「日医工」,日医工,後発品,,,25.4,,
内用薬,1139010F1113,レベチラセタム,２５０ｍｇ１錠,,,,レベチラセタム錠２５０ｍｇ「日新」,日新製薬（山形）,後発品,,,26.3,,
内用薬,1139010F1121,レベチラセタム,２５０ｍｇ１錠,,,,レベチラセタム錠２５０ｍｇ「フェルゼン」,フェルゼンファーマ,後発品,,,25.4,,
内用薬,1139010F1130,レベチラセタム,２５０ｍｇ１錠,,,,レベチラセタム錠２５０ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,後発品,,,25.4,,
内用薬,1139010F1148,レベチラセタム,２５０ｍｇ１錠,,,,レベチラセタム錠２５０ｍｇ「サンド」,サンド,後発品,,,25.4,,
内用薬,1139010F2020,レベチラセタム,５００ｍｇ１錠,,,,イーケプラ錠５００ｍｇ,ユーシービージャパン,,先発品,○,112.9,,
内用薬,1139010F2039,レベチラセタム,５００ｍｇ１錠,,,,レベチラセタム錠５００ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,41.6,,
内用薬,1139010F2047,レベチラセタム,５００ｍｇ１錠,,,,レベチラセタム錠５００ｍｇ「ＶＴＲＳ」,ダイト,後発品,,,41.6,,
内用薬,1139010F2055,レベチラセタム,５００ｍｇ１錠,,,,レベチラセタム錠５００ｍｇ「アメル」,共和薬品工業,後発品,,,41.6,,
内用薬,1139010F2063,レベチラセタム,５００ｍｇ１錠,,,,レベチラセタム錠５００ｍｇ「杏林」,キョーリンリメディオ,後発品,,,46.0,,
内用薬,1139010F2071,レベチラセタム,５００ｍｇ１錠,,,,レベチラセタム錠５００ｍｇ「サワイ」,沢井製薬,後発品,,,41.6,,
内用薬,1139010F2080,レベチラセタム,５００ｍｇ１錠,,,,レベチラセタム錠５００ｍｇ「タカタ」,高田製薬,後発品,,,41.6,,
内用薬,1139010F2098,レベチラセタム,５００ｍｇ１錠,,,,レベチラセタム錠５００ｍｇ「トーワ」,東和薬品,後発品,,,41.6,,
内用薬,1139010F2101,レベチラセタム,５００ｍｇ１錠,,,,レベチラセタム錠５００ｍｇ「日医工」,日医工,後発品,,,41.6,,
内用薬,1139010F2110,レベチラセタム,５００ｍｇ１錠,,,,レベチラセタム錠５００ｍｇ「日新」,日新製薬（山形）,後発品,,,41.6,,
内用薬,1139010F2128,レベチラセタム,５００ｍｇ１錠,,,,レベチラセタム錠５００ｍｇ「フェルゼン」,フェルゼンファーマ,後発品,,,41.6,,
内用薬,1139010F2136,レベチラセタム,５００ｍｇ１錠,,,,レベチラセタム錠５００ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,後発品,,,41.6,,
内用薬,1139010F2144,レベチラセタム,５００ｍｇ１錠,,,,レベチラセタム錠５００ｍｇ「サンド」,サンド,後発品,,,41.6,,
内用薬,1139010F3027,レベチラセタム,２５０ｍｇ１包,,,,レベチラセタム粒状錠２５０ｍｇ「サワイ」,沢井製薬,後発品,,,26.3,,
内用薬,1139010F4023,レベチラセタム,５００ｍｇ１包,,,,レベチラセタム粒状錠５００ｍｇ「サワイ」,沢井製薬,後発品,,,41.6,,
内用薬,1139010R1020,レベチラセタム,５０％１ｇ,,,,イーケプラドライシロップ５０％,ユーシービージャパン,,先発品,○,133.1,,
内用薬,1139010R1039,レベチラセタム,５０％１ｇ,,,,レベチラセタムドライシロップ５０％「ＪＧ」,日本ジェネリック,後発品,,,63.7,,
内用薬,1139010R1047,レベチラセタム,５０％１ｇ,,,,レベチラセタムドライシロップ５０％「ＹＤ」,陽進堂,後発品,,,63.7,,
内用薬,1139010R1055,レベチラセタム,５０％１ｇ,,,,レベチラセタムＤＳ５０％「杏林」,キョーリンリメディオ,後発品,,,63.7,,
内用薬,1139010R1063,レベチラセタム,５０％１ｇ,,,,レベチラセタムＤＳ５０％「サワイ」,沢井製薬,後発品,,,63.7,,
内用薬,1139010R1071,レベチラセタム,５０％１ｇ,,,,レベチラセタムＤＳ５０％「タカタ」,高田製薬,後発品,,,68.9,,
内用薬,1139010R1080,レベチラセタム,５０％１ｇ,,,,レベチラセタムＤＳ５０％「トーワ」,東和薬品,後発品,,,63.7,,
内用薬,1139010R1098,レベチラセタム,５０％１ｇ,,,,レベチラセタムドライシロップ５０％「日医工」,日医工,後発品,,,63.7,,
内用薬,1139010R1101,レベチラセタム,５０％１ｇ,,,,レベチラセタムドライシロップ５０％「日新」,日新製薬（山形）,後発品,,,63.7,,
内用薬,1139010R1110,レベチラセタム,５０％１ｇ,,,,レベチラセタムドライシロップ５０％「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,後発品,,,63.7,,
内用薬,1139011M1028,スチリペントール,２５０ｍｇ１カプセル,,,,ディアコミットカプセル２５０ｍｇ,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,,先発品,,793.7,,
内用薬,1139011R1025,スチリペントール,２５０ｍｇ１包,,,,ディアコミットドライシロップ分包２５０ｍｇ,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,,先発品,,791.1,,
内用薬,1139011R2021,スチリペントール,５００ｍｇ１包,,,,ディアコミットドライシロップ分包５００ｍｇ,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,,先発品,,1580.7,,
内用薬,1139012F1023,ルフィナミド,１００ｍｇ１錠,,,,イノベロン錠１００ｍｇ,エーザイ,,先発品,,83.2,,
内用薬,1139012F2020,ルフィナミド,２００ｍｇ１錠,,,,イノベロン錠２００ｍｇ,エーザイ,,先発品,,136.1,,
内用薬,1139013B1026,ビガバトリン,５００ｍｇ１包,,,,サブリル散分包５００ｍｇ,サノフィ,,先発品,,1514.5,,
内用薬,1139014C1026,ペランパネル水和物,１％１ｇ,,,,フィコンパ細粒１％,エーザイ,,先発品,,1065.6,,
内用薬,1139014F1022,ペランパネル水和物,２ｍｇ１錠,,,,フィコンパ錠２ｍｇ,エーザイ,,先発品,,195.7,,
内用薬,1139014F2029,ペランパネル水和物,４ｍｇ１錠,,,,フィコンパ錠４ｍｇ,エーザイ,,先発品,,319.7,,
